libtech_id,lib_name,lib_website,lib_catalog,city_county,state,popu_lsa_2019,web_visits_2019,locale_mod,cen_tract
21415,"Barrington Public Library",https://www.barringtonlibrary.com/,https://blibrary.booksys.net/opac/bpl/#menuHome,Barrington,NH,9060,54567,41,850
21436,"Bath Public Library",http://www.bath-nh.org/bath-public-library.html,https://bath.biblionix.com/catalog/,Bath,NH,1111,-1,43,9603
5738,"Bedford Public Library",https://bedfordnhlibrary.org/,http://findit.gmilcs.org/polaris/Search/default.aspx?ctx=5,Bedford,NH,23050,210329,22,29.02
21453,"Belmont Public Library",https://www.belmontpubliclibrary.org/,https://belmontnh.booksys.net/opac/belmont/index.html,Belmont,NH,7365,-1,42,9658
21463,"G.E.P. Dodge Library",https://www.dodgelibrary.com/,https://dodgelibrary.biblionix.com/catalog/,Bennington,NH,1490,3866,42,215
21473,"Berlin Public Library",https://www.berlinnh.gov/library,http://berlinlibrary.dyndns.org:81/opac/bpl,Berlin,NH,10460,-1,33,9506
21481,"Bethlehem Public Library",https://www.bethlehemlibrary.org/,http://bethlehemlibrary.booksys.net/opac/bpl/index.html?mode=start#menuHome,Bethlehem,NH,2581,-1,42,9602
21492,"Boscawen Public Library",https://www.boscawenpubliclibrary.org/,http://boscawen.booksys.net/opac/bplnh/index.html#menuHome,Boscawen,NH,4056,7873,31,380
21504,"Baker Free Library",https://www.bowbakerfreelibrary.org/,https://baker.biblionix.com/,Bow,NH,7890,8451,31,310.02
21511,"Mary E. Bartlett Library",https://www.brentwoodlibrarynh.org/,http://bartlettlibrarynh.booksys.net/opac/bartlettlibrarynh/index.html,Brentwood,NH,4531,8905,21,600
21512,"Minot-Sleeper Library",https://www.minotsleeperlibrary.org/index.html,https://minotsleeper.nhais.bywatersolutions.com/,Bristol,NH,3140,27600,42,9612
21572,"Campton Public Library",https://camptonnhlibrary.com/,http://opac.libraryworld.com/opac/home.php,Campton,NH,3412,-1,42,9608
21515,"Canaan Town Library",https://www.canaanlibrary.org/,http://50.241.81.141/,Canaan,NH,3977,-1,42,9614
21516,"Smyth Public Library",https://smythpl.org/,https://smyth.biblionix.com/catalog/,Candia,NH,3956,-1,41,500
21517,"Elkins Public Library",https://elkinspubliclibrary.org/,http://24.128.109.160:81/opac/elkinpl/,Canterbury,NH,2396,-1,41,370
21406,"Oscar Foss Memorial Library",https://www.oscarfoss.org/,http://ofml.booksys.net/opac/ofml/index.html#menuHome,Center Barnstead,NH,4733,-1,42,9657
21519,"James E. Nichols Memorial Library",https://centerharborlibrary.org/,http://65.175.133.110,Center Harbor,NH,1096,4907,42,9651
21439,"Ossipee Public Library",https://ossipee.lib.nh.us/,http://192.168.137.100/opac/opl/index.html,Center Ossipee,NH,4464,-1,42,9559
21461,"Samuel H. Wentworth Library",http://www.sandwichnh.org/departments/library.php,http://shwlibrary.booksys.net/opac/shwlib/,Center Sandwich,NH,1354,-1,43,9556
21486,"Tuftonboro Free Library",https://www.tuftonborolibrary.org/,http://tuftonboro.nhais.bywatersolutions.com/,Center Tuftonboro,NH,2424,16486,42,9564
21520,"Silsby Free Public Library",http://www.silsbyfree.org/,https://silsby.follettdestiny.com/common/welcome.jsp?context=saas25_2803815,Charlestown,NH,5175,3083,33,9757
21578,"Chester Public Library",https://www.chesternh.org/chester-public-library,https://chester.nhais.bywatersolutions.com/,Chester,NH,5263,10403,41,510
21521,"Chesterfield Public Library",https://www.chesterfieldlibrary.org/,http://catalog.chesterfieldlibrary.org/,Chesterfield,NH,3699,4594,42,9715
21523,"Fiske Free Library",https://www.claremontnh.com/fiske-free-library-landing-page,https://fiskefreenh.booksys.net/opac/fiskefreenh/,Claremont,NH,13293,-1,33,9759.02
9736,"Concord Public Library",https://www.concordnh.gov/588/Library,http://mls.concordnh.gov/,Concord,NH,43079,117779,31,323
21526,"Conway Public Library",https://conwaypubliclibrary.org/,https://catalog.conwaypubliclibrary.org/,Conway,NH,10210,44236,32,9554
21530,"Colby Memorial Library",https://colbymemoriallibrary.org/,http://colby.nhais.bywatersolutions.com/cgi-bin/koha/opac-search.pl,Danville,NH,4519,5396,21,530
7144,"Derry Public Library",https://derrypl.org/,http://findit.gmilcs.org/polaris/Search/default.aspx?ctx=9,Derry,NH,33308,100794,22,34
21535,"Dover Public Library",https://www.dover.nh.gov/government/city-operations/library/,http://librarycatalog.dover.nh.gov,Dover,NH,31326,177780,23,813
21537,"Dunbarton Public Library",https://www.dunbartonlibrary.org/,https://dunbarton.biblionix.com/catalog/,Dunbarton,NH,2892,-1,41,300
32126,"Durham Public Library",https://www.durhampubliclibrary.org,http://durhamnh.booksys.net/opac/durham/index.html#menuHome,Durham,NH,15946,16397,23,802.04
21539,"Effingham Public Library",https://www.effingham.lib.nh.us/,https://effingham.bywatersolutions.com/,Effingham,NH,1494,-1,42,9558
21540,"Enfield Public Library",https://www.enfield.nh.us/enfield-public-library,https://enfieldnh.bywatersolutions.com/,Enfield,NH,4714,-1,41,9615
21541,"Harvey-Mitchell Memorial Library",https://www.eppinglibrary.com/,https://harveymitchell.follettdestiny.com,Epping,NH,7025,-1,31,590
21580,"Hanover Town Library",https://www.etna-library.org,http://216.177.20.50/search,Etna,NH,11541,2688,41,9616.01
21544,"Exeter Public Library",https://www.exeternh.gov/library,http://exeterpl.booksys.net/opac/epl/index.html#menuHome,Exeter,NH,15365,-1,23,1064
21545,"Goodwin Library",https://www.goodwinlibrary.org/wp-signup.php?new=www.goodwinlibrary.com,https://goodwin.biblionix.com/atoz/catalog/,Farmington,NH,6902,14175,31,870
21546,"Fitzwilliam Town Library",https://www.fitzlib.org/,https://catalog.fitzlib.org/,Fitzwilliam,NH,2420,-1,42,9707
21548,"Abbie Greenleaf Library",https://www.abbielibrary.org/,https://abbiegreenleaf.biblionix.com/catalog,Franconia,NH,1132,4831,42,9602
21550,"Franklin Public Library",https://www.franklinnh.org/franklin-public-library,https://fplnh.follettdestiny.com/common/welcome.jsp?context=saas704_2800491,Franklin,NH,8748,-1,32,430.02
21551,"Freedom Public Library",https://www.freedompubliclibrary.org/,https://freedom.biblionix.com/atoz/catalog/,Freedom,NH,1587,-1,43,9558
21552,"Fremont Public Library",https://www.fremont.nh.gov/fremont-public-library,https://fremont.follettdestiny.com/common/welcome.jsp?context=saas20_2800493,Fremont,NH,4746,-1,41,540
5760,"Gilford Public Library",https://www.gilfordlibrary.org/,https://gilford.biblionix.com/catalog/,Gilford,NH,7259,58481,41,9664.02
7145,"Goffstown Public Library",https://www.goffstownlibrary.com,http://findit.gmilcs.org/polaris/Search/default.aspx?ctx=11,Goffstown,NH,17941,39244,22,27.02
21554,"Gorham Public Library",https://www.gorhamnh.org/public-library,https://gorham.biblionix.com/atoz/catalog/,Gorham,NH,2821,-1,33,9509
21555,"Olive G. Pettis Library",https://www.goshenlibrary.org,https://www.librarycat.org/lib/OGPLibrary,Goshen,NH,823,78,41,9755
21557,"Dunbar Free Library",https://dunbarlibrary.org/,http://75.147.38.94/cataloging/servlet/presentadvancedsearchredirectorform.do?l2m=Library%20Search&tm=TopLevelCatalog&l2m=Library+Search,Grantham,NH,3046,31861,42,9752
21558,"Stephenson Memorial Library",https://www.greenfield-nh.gov/stephenson-memorial-library,https://stephenson.biblionix.com,Greenfield,NH,1781,22612,42,220
21560,"Chamberlin Public Library",https://www.chamberlinlibrary.org/,http://50.77.29.45/,Greenville,NH,10460,-1,33,9506
13655,"Hampstead Public Library",https://www.hampsteadlibrary.org/,https://hampsteadlibrary.booksys.net/opac/hpl/,Hampstead,NH,8745,21367,21,1041.02
21563,"Hampton Falls Free Library",https://www.hamptonfallslibrary.org/,https://hamptonfalls.biblionix.com/catalog/,Hampton Falls,NH,2312,-1,41,640
2951,"Lane Memorial Library",https://hampton.lib.nh.us/,http://www2.hampton.lib.nh.us/,Hampton,NH,15236,-1,23,650.01
21564,"Hancock Town Library",https://hancocktownlibrary.blogspot.com/,https://hancock.biblionix.com,Hancock,NH,1665,-1,42,240
257,"Howe Library",https://www.thehowe.org/,http://howe.evergreencatalog.com/eg/opac/home,Hanover,NH,11541,10000,33,9616.02
21565,"Harrisville Public Library",https://harrisvillenh.org/library/,http://opac.libraryworld.com/opac/signin.php,Harrisville,NH,964,-1,42,9704
21569,"Haverhill Library Association",https://haverhilllibrarynh.org/,https://haverhill.biblionix.com,Haverhill,NH,4142,-1,42,860
21569,"Haverhill Library Association",https://haverhilllibrarynh.org/,https://haverhill.biblionix.com,Haverhill,NH,4712,-1,43,9606
21570,"Hebron Public Library",https://www.hebronnh.gov/town-library,https://hebronlibrarynh.booksys.net/opac/hebronlib/index.html#menuHome,Hebron,NH,630,511,42,9609
21377,"Tucker Free Library",https://www.tuckerfreelibrary.org/,https://tucker.biblionix.com/catalog,Henniker,NH,4970,-1,42,400
21379,"Fuller Public Library",https://www.fullerlibrary.info/,https://hillsborolibraries.follettdestiny.com/common/welcome.jsp?context=saas34_2822200,Hillsboro,NH,6005,-1,32,255
21380,"Hinsdale Public Library",https://www.town.hinsdale.nh.us/library,http://hinsdale.mlasolutions.com/oasis/catalog/(S(tiyw0t45k023nb45guhq25rh))/default.aspx?installation=hinsdale,Hinsdale,NH,4066,-1,42,9716
2929,"Hollis Social Library",https://www.hollislibrary.org/,http://69.21.252.114:8080/#section=myAccount,Hollis,NH,7901,58022,41,171
7146,"Hooksett Public Library",https://www.hooksettlibrary.org/,https://findit.gmilcs.org/polaris/Search/default.aspx?ctx=13,Hooksett,NH,14668,44267,22,442
21382,"Hopkinton Town Library",https://www.hopkintontownlibrary.org/,https://hopkintontownlibrary.biblionix.com/catalog/,Hopkinton,NH,5689,15707,42,390
46760,"George H. and Ella M. Rodgers Memorial Library",https://www.rodgerslibrary.org/,https://evergreen.rodgerslibrary.org/eg/opac/home,Hudson,NH,25458,33571,22,121
21385,"Jaffrey Public Library",https://www.townofjaffrey.com/jaffrey-public-library,https://jaffrey.biblionix.com/catalog/,Jaffrey,NH,5437,18456,31,9705
3652,"Keene Public Library",https://keenenh.gov/keene-public-library,http://ksclib.keene.edu/search~S6,Keene,NH,23397,164386,32,9713
21388,"Kingston Community Library",http://www.kingston-library.org/,http://nicholsmemorial.booksys.net/opac/nml/index.html,Kingston,NH,6244,22231,41,1051
21390,"Laconia Public Library",https://www.laconianh.gov/1000/Library,http://www.youseemore.com/laconia/default.asp,Laconia,NH,16732,21439,32,9661
21393,"Lebanon Public Library",https://leblibrary.com/,http://sirsi.lebcity.com/uhtbin/cgisirsi.exe/x/0/0/49,Lebanon,NH,13829,101000,33,9618
21394,"Lee Public Library",https://www.leelibrarynh.org/,http://lplnh.booksys.net/opac/lpl/index.html#menuHome,Lee,NH,4421,11552,41,805
21397,"Lincoln Public Library",https://www.lincoln.lib.nh.us/,https://lincolnpubliclibrary.goalexandria.com/researcher#_,Lincoln,NH,1750,-1,43,9604
21399,"Aaron Cutler Memorial Library",https://cutlerlibrary.blogspot.com/,https://aaroncutler.nhais.bywatersolutions.com/,Litchfield,NH,8636,-1,41,131
21400,"Littleton Public Library",https://littletonpubliclibrary.org/,http://littleton.booksys.net/opac/littlib/#menuHome,Littleton,NH,5943,9604,33,9601
21401,"Leach Library",https://www.londonderrynh.gov/leach-library,http://destinypublic.londonderrynh.org/,Londonderry,NH,26022,48727,22,37.01
21402,"Maxfield Public Library",http://maxfieldlibrary.com/,https://maxfield.booksys.net/opac/mplnh/index.html#menuHome,Loudon,NH,5668,-1,42,360
21403,"Converse Free Library",https://lymenhlibrary.org/,http://converse.bywatersolutions.com/,Lyme,NH,1733,52983,42,9609
21587,"Madbury Public Library",https://www.madburylibrary.org/,https://madburylibrary.booksys.net/opac/mplnh/#menuHome,Madbury,NH,1826,-1,41,805
21405,"Madison Library",https://www.madison.lib.nh.us,http://madison.nnhlc.bywatersolutions.com,Madison,NH,2638,8400,42,9555
1520,"Manchester City Library",https://www.manchester.lib.nh.us/,http://findit.gmilcs.org/polaris/Search/default.aspx?ctx=17,Manchester,NH,110865,250851,12,14
21408,"Frost Free Library",https://frostfree.org,http://184.74.90.151/opac/ffpl/,Marlborough,NH,2151,-1,32,9708
21409,"Marlow Town Library",https://www.marlownh.gov/library,http://opac.libraryworld.com/opac/signin?libraryname=marlowlibrary,Marlow,NH,748,-1,43,9701
21411,"Meredith Public Library",http://www.meredithlibrary.org/,http://meredithpl.tlcdelivers.com:8080/,Meredith,NH,6435,-1,42,9653
7142,"Merrimack Public Library",https://www.merrimacklibrary.org/,http://findit.gmilcs.org/polaris/Search/default.aspx?ctx=21,Merrimack,NH,25747,174824,22,141
21413,"Nute Library","https://www.google.com/search?q=Nute+LibraryMilton,+NH&ie=&oe=",http://nutenh.booksys.net/opac/nute/index.html#menuHome,Milton,NH,4620,873,23,880
21417,"Daland Memorial Library",https://dalandlibrary.com/,https://daland.biblionix.com/catalog/,Mont Vernon,NH,2545,8691,41,195.02
21418,"Moultonborough Public Library",https://www.moultonboroughnh.gov/library,https://moultonborough.bywatersolutions.com/,Moultonborough,NH,4117,16000,43,9563
21420,"Nashua Public Library",https://nashualibrary.org/,https://nashpl.ent.sirsi.net/client/en_US/default/,Nashua,NH,88706,208832,13,106
21422,"Whipple Free Library",https://whipplefreelibrary.org/,https://whipple.biblionix.com/atoz/catalog/,New Boston,NH,5789,10000,41,200
21424,"New Castle Public Library",https://www.newcastlenh.org/library,https://newcastle.biblionix.com/atoz/catalog/,New Castle,NH,969,-1,23,697
21425,"New Durham Public Library",https://newdurhamlibrary.org/,https://newdurham.biblionix.com,New Durham,NH,2636,-1,42,885
21425,"New Durham Public Library",https://newdurhamlibrary.org/,https://newdurham.biblionix.com,New Durham,NH,15946,16397,23,802.04
21428,"Gordon-Nash Library",https://gordonnashlibrary.org/,http://gordonnash.booksys.net/opac/gnpl/index.html,New Hampton,NH,2305,-1,42,9651
21431,"Tracy Memorial Library",https://tracylibrary.org/,https://catalog.tracylibrary.org/,New London,NH,4212,-1,42,410
21423,"Newbury Public Library",https://newburynhlibrary.net/,https://newbury.biblionix.com/catalog/,Newbury,NH,2179,-1,42,405
21426,"Paul Memorial Library",https://paulmemoriallibrary.org/,https://paulmemorial.biblionix.com/catalog/,Newfields,NH,1721,-1,23,675.01
9776,"Newmarket Public Library",https://newmarketlibrary.org/index.html,http://23.25.226.101:8080,Newmarket,NH,9455,-1,23,675.02
21432,"Richards Free Library",https://richardsfreelib.org/,https://richards.biblionix.com/,Newport,NH,6492,17099,33,9754
21433,"Gale Library",https://www.newton-nh.gov/gale-library,https://galelibrary.follettdestiny.com/common/welcome.jsp?context=saas06_2800496,Newton,NH,4980,-1,21,1021
13170,"North Hampton Public Library",https://nhplib.org/,http://www.nhplib.org,North Hampton,NH,4579,-1,23,660
21509,"Moosilauke Public Library",https://www.woodstocknh.org/library,http://74.75.206.130/opac/mpl/index.html#menuHome,North Woodstock,NH,1385,-1,43,9605
21484,"Hall Memorial Library",https://www.hallmemoriallibrary.org/,http://65.121.113.18:82/,Northfield,NH,8558,-1,32,440
21435,"Chesley Memorial Library",https://www.chesleylib.com/,http://opac.libraryworld.com/opac/home,Northwood,NH,4283,-1,42,570
21437,"Blaisdell Memorial Library",https://nottinghamlibrary.org/,http://nottingham.k12.nh.us:8090/cataloging/servlet/presentadvancedsearchredirectorform.do?l2m=Library%20Search&tm=Catalog&l2m=Library+Search,Nottingham,NH,5099,18361,41,580
21442,"Peterborough Town Library",https://peterboroughtownlibrary.org/,http://peterborough.nhais.bywatersolutions.com/,Peterborough,NH,6707,14388,31,230
21443,"Piermont Public Library",https://piermontlibrary.blogspot.com/,https://piermont.bywatersolutions.com/,Piermont,NH,790,10144,43,9607
21446,"Philip Read Memorial Library",https://plainfieldlibraries.org/,http://plainfield.evergreencatalog.com/,Plainfield,NH,2440,-1,42,9751
21448,"Plaistow Public Library",https://www.plaistowlibrary.com/,http://www.plaistowlibrary.com/InfoCentre/Library.do,Plaistow,NH,7756,31866,21,1011
21449,"Pease Public Library",https://pease.evergreencatalog.com/eg/opac/home,http://72.45.161.226:81/InfoCentre/PickALibrary.do;jsessionid=0CC76C80D91BA125E0A83354FD63653D?library=peasepubliclibrary,Plymouth,NH,6868,-1,33,9610
261,"Portsmouth Public Library",https://www.cityofportsmouth.com/library,https://portsmouth.bywatersolutions.com/,Portsmouth,NH,22166,-1,23,691
21583,"Randolph Public Library",https://sites.google.com/site/randolphpubliclibrary130/home,http://randolph.goalexandria.com/researcher#_,Randolph,NH,309,-1,42,9510
21450,"Dudley-Tucker Library",https://www.raymondnh.gov/dudley-tucker-library,https://dudleytucker.biblionix.com/catalog/,Raymond,NH,10406,-1,21,550.02
21451,"Richmond Public Library",https://sites.google.com/a/richmondnh.us/library/,http://opac.libraryworld.com/opac/home.php,Richmond,NH,1174,-1,42,9707
21452,"Ingalls Memorial Library",https://www.ingallslibrary.com/,https://ingalls.bywatersolutions.com/,Rindge,NH,6234,2963,41,9706
21454,"Rochester Public Library",https://www.rpl.lib.nh.us/,https://www.rplcatalog.org/,Rochester,NH,30809,34400,23,843
21454,"Rochester Public Library",https://www.rpl.lib.nh.us/,https://www.rplcatalog.org/,Rochester,NH,5263,10403,41,510
21457,"Rye Public Library",https://ryepubliclibrary.org/,http://catalog.ryepubliclibrary.org:8080/?config=ryepl#section=home,Rye,NH,5494,26757,23,710
6992,"Kelley Library",https://www.kelleylibrary.org/,http://findit.gmilcs.org/polaris/Search/default.aspx?ctx=15,Salem,NH,29565,49592,21,1004
21458,"Salisbury Free Library",https://salisburyfreelibrary.wordpress.com/,http://salisbury.bywatersolutions.com/,Salisbury,NH,1425,795,42,425
21459,"Sanbornton Public Library",https://www.splnh.com/,http://catalog.splnh.com/cgi-bin/koha/opac-search.pl,Sanbornton,NH,3006,3648,41,9654
21489,"Gafney Library",http://www.gafneylibrary.org/,https://gafney.biblionix.com/catalog/,Sanbornville,NH,5141,-1,42,9560
21460,"Sandown Public Library",https://www.sandownlibrary.us/,https://catalog.southernnh.bywatersolutions.com/,Sandown,NH,6449,7728,41,520
21462,"Seabrook Library",https://sealib.org/,http://catalog.sealib.org/,Seabrook,NH,8909,21319,21,630.02
21464,"Somersworth Public Library",https://www.somersworthnh.gov/somersworth-public-library,http://www.somersworth.com/departments-services/library/,Somersworth,NH,11848,-1,23,830.01
21466,"Libbie A. Cass Memorial Library",http://libbiecass.weebly.com,https://libbiecass.biblionix.com/catalog/,Springfield,NH,1349,1300,42,9752
5843,"Wiggin Memorial Library",https://www.library.strathamnh.gov/,http://catalog.wiggin.bywatersolutions.com/,Stratham,NH,7492,-1,41,670
21476,"Sullivan Public Library",https://townofsullivannh.com/library,http://www.libraryworld.com/ipac.html,Sullivan,NH,697,-1,42,9704
21477,"Abbott Library",https://www.abbottlibrary.org/,http://catalog.abbottlibrary.org/,Sunapee,NH,3493,13087,41,9753
21573,"Sutton Free Library",https://www.suttonfreelibrary.com/,https://sutton.biblionix.com/catalog/,Sutton Mills,NH,1879,-1,42,405
21575,"Cook Memorial Library",https://tamworthlibrary.org/,https://cook.nnhlc.bywatersolutions.com/,Tamworth,NH,2918,21920,42,9556
21483,"Thornton Public Library",http://www.thorntonpubliclibrary.org/,https://sau48.follettdestiny.com,Thornton,NH,2584,-1,42,9604
21496,"Joseph Patch Library",http://www.warren-nh.com/library/,http://opac.libraryworld.com/opac/home.php,Warren,NH,935,-1,43,9605
21499,"Weare Public Library",https://wearepl.wordpress.com/,https://weare.biblionix.com/catalog/,Weare,NH,8929,-1,42,210
21500,"Webster Free Public Library",https://www.webster-nh.gov/webster-free-public-library,https://webster.biblionix.com/atoz/catalog/,Webster,NH,1903,-1,42,385
21502,"Westmoreland Public Library",https://www.wplnh.org/,http://westmoreland.evergreencatalog.com/eg/opac/home,Westmoreland,NH,1750,-1,42,9715
21503,"Whitefield Public Library",https://www.whitefieldnh.org/library,https://whitefield.bywatersolutions.com/,Whitefield,NH,2391,-1,42,9511
7483,"Nesmith Library",https://www.nesmithlibrary.org/,http://findit.gmilcs.org/polaris/Search/default.aspx?ctx=29.1033.0.0.2&type=Default,Windham,NH,14707,55310,22,1061.02
21508,"Wolfeboro Public Library",https://wolfeborolibrary.org/,http://wolfeboro.booksys.net/opac/wpl/index.html#menuHome,Wolfeboro,NH,6306,-1,42,9561
21592,"Absecon Public Library",https://www.abseconlibrary.org/,http://ipac.aclink.org/ipac20/ipac.jsp?profile=dial,Absecon,NJ,8411,-1,22,102
10644,"Lee Memorial Library",https://leememoriallibrary.org/,http://www.bccls.org/search.html,Allendale,NJ,6505,-1,21,10
21919,"W.H. Walters Free Public Library",https://www.alphapubliclibrary.com/Default.asp,https://whwalters.follettdestiny.com/common/welcome.jsp?context=saas12_2902897,Alpha,NJ,2369,-1,21,324
21784,"Asbury Park Free Public Library",https://asbury.ent.sirsi.net/client/en_US/default,https://asbury.ent.sirsi.net/client/en_US/default,Asbury Park,NJ,16116,-1,21,8070.03
1382,"Atlantic City Free Public Library",https://www.acfpl.org/,http://www.acfpl.org:5050,Atlantic City,NJ,39558,-1,13,24
1383,"Atlantic County Library System",https://www.atlanticlibrary.org/,http://acls.ent.sirsi.net,Atlantic County,NJ,204510,534214,22,114.01
21649,"Audubon Free Public Library",https://audubonlibrary.org/,http://audubon.bywatersolutions.com/,Audubon,NJ,8819,-1,21,6056.02
12229,"Avalon Free Public Library",https://www.avalonfreelibrary.org/,http://catalog.avalonfreelibrary.org/,Avalon,NJ,1334,60303,22,209.02
21786,"Avon Free Public Library",https://www.avonbytheseanj.com/community/library/,https://avonbytheseapl.follettdestiny.com/common/welcome.jsp?context=saas14_2902596,Avon-by-the-Sea,NJ,1901,-1,21,8083
21888,"Bernards Township Library",https://www.bernardslibrary.org/,https://catalog.mainlib.org/,Basking Ridge,NJ,26652,141800,21,524
10325,"Bayonne Free Public Library",https://www.bayonnelibrary.org/,http://bayonne.bywatersolutions.com/,Bayonne,NJ,63024,-1,21,106
21670,"Belleville Public Library and Information Center",https://bellepl.org/,http://belleville.polarislibrary.com/,Belleville,NJ,35926,-1,21,145
21787,"Belmar Public Library",https://belmarlibrary.org/,https://search.follettsoftware.com/metasearch/ui/32531,Belmar,NJ,5794,-1,21,8084.02
10643,"Bergenfield Free Public Library",https://www.bergenfieldlibrary.org/,http://www.bccls.org/search.html,Bergenfield,NJ,26764,45966,21,33
21650,"Marie Fleche Memorial Library",https://berlinborolibrary.org/,https://mfmlnj.booksys.net/opac/mfml/#menuHome,Berlin,NJ,7588,-1,21,6087
6965,"Bernardsville Public Library",https://bernardsvillelibrary.org/,http://catalog.bernardsville.org/polaris/,Bernardsville,NJ,7707,51078,21,527
21672,"Bloomfield Public Library",https://www.bplnj.org/,http://web2.bccls.org/web2/tramp2.exe/do_keyword_search/guest,Bloomfield,NJ,47315,12308,21,154
10645,"Bogota Public Library",https://www.jerseyconnect.net/,http://www.bccls.org/search.html,Bogota,NJ,8187,14832,21,40.01
21788,"Bradley Beach Public Library",https://www.bradleybeachlibrary.org/,https://bradbch-verso.auto-graphics.com/MVC/,Bradley Beach,NJ,4298,56895,21,8082
12050,"Bridgeton Free Public Library",https://bridgetonlibrary.org/,http://encore.vinelandlibrary.org/iii/encore/,Bridgeton,NJ,25349,-1,31,201
2827,"Brielle Public Library",http://www.briellepubliclibrary.org,http://mcls.sirsi.net/uhtbin/cgisirsi/x/0/0/57/49?user_id=WEBBR&password,Brielle,NJ,4774,-1,21,8094
21824,"Mendham Township Library",https://mendhamtwplib.org/,https://catalog.mainlib.org/,Brookside,NJ,5869,-1,21,458.04
21830,"Mount Olive Public Library",https://mopl.org/,https://catalog.mainlib.org/,Budd Lake,NJ,28117,27659,21,461.04
1403,"Burlington County Library",https://www.bcls.lib.nj.us/,http://bcls.polarislibrary.com/polaris/,Burlington County,NJ,353828,-1,21,7027
21635,"Library Company of Burlington",https://www.bcls.lib.nj.us/locations/burlington-county-library,http://bcls.polarislibrary.com/polaris/,Burlington,NJ,9920,-1,21,7012.05
21811,"Butler Public Library",https://www.butlerlibrary.org/,https://catalog.mainlib.org/,Butler,NJ,7539,-1,21,405
21674,"Caldwell Free Public Library",https://www.caldwellpl.org/,http://www.palsplus.org/welcome.html,Caldwell,NJ,7822,27156,21,217.02
1106,"Camden County Library System",https://www.camdencountylibrary.org/,https://catalog.camdencountylibrary.org,Camden County,NJ,334343,518541,21,6075.07
1408,"Cape May County Library",https://cmclibrary.org/,http://cat.cmclibrary.org,Cape May County,NJ,84230,-1,23,211
21675,"Cedar Grove Free Public Library",https://www.cedargrovelibrary.net/,http://www.palsplus.org/welcome.html,Cedar Grove,NJ,12411,-1,21,214
21813,"Chester Library",https://chesterlib.org/,https://catalog.mainlib.org/,Chester,NJ,9487,53422,21,459.01
2856,"Clark Public Library",https://clarklibrary.org/,http://198.31.189.218/,Clark,NJ,14756,30000,21,363.01
10929,"Clifton Public Library",https://cliftonpl.org/,http://www.palsplus.org/welcome.html,Clifton,NJ,84136,125000,21,1246.02
10647,"Closter Public Library",https://www.closterpubliclibrary.org/,http://www.bccls.org/search.html,Closter,NJ,8373,-1,21,70.01
21749,"Cranbury Public Library",https://cranburypubliclibrary.org/,http://mail.cranburyschool.org:210/m3/apps/m3opac/cranbury1,Cranbury,NJ,3857,16417,23,87
21901,"Cranford Public Library",http://www.cranfordlibrary.org/,http://catalog.cranfordlibrary.org/polaris,Cranford,NJ,22625,-1,21,372
10648,"Cresskill Public Library",https://www.cresskilllibrary.org/,http://www.bccls.org/search.html,Cresskill,NJ,8573,3120,21,80
21814,"Denville Free Public Library",https://www.denvillelibrary.org/,https://catalog.mainlib.org/,Denville,NJ,16635,-1,21,413
21815,"Dover Free Public Library",https://www.dfpl.org/,https://catalog.mainlib.org/,Dover,NJ,18157,4200,21,450
10650,"Dixon Homestead Library",https://www.dumontlibrary.org/,http://www.bccls.org/search.html,Dumont,NJ,17479,72942,21,102
21750,"Dunellen Free Public Library",http://www.dunellenlibrary.org/,http://librarycatalog.lmxac.org/uhtbin/cgisirsi/x/x/0/57/49?user_id=DUNELLENWEB,Dunellen,NJ,7227,-1,21,3
1467,"East Brunswick Public Library",https://www.ebpl.org/,http://librarycatalog.ebpl.org/ipac20/ipac.jsp?forcelogout=true&profile=ebl&lang=eng,East Brunswick,NJ,47512,827689,21,65
10481,"East Orange Public Library",https://www.eopl.org/,http://eoplsrv3.eopl.org/,East Orange,NJ,64270,-1,21,112
10651,"East Rutherford Memorial Library",https://eastrutherford.bccls.org/,http://www.bccls.org/search.html,East Rutherford,NJ,8913,10000,21,120.01
21789,"Eatontown Public Library",https://eatontownnj.com/library-home-page/,http://mcls.sirsi.net/uhtbin/webcat/,Eatontown,NJ,12709,-1,21,8122
10652,"Edgewater Free Public Library",https://edgewaterlibrary.org/,http://www.bccls.org/search.html,Edgewater,NJ,11513,32344,21,130.02
21751,"Edison Township Free Public Library",https://edisonpubliclibrary.org/,http://librarycatalog.lmxac.org/uhtbin/cgisirsi.exe/x/x/0/49/,Edison,NJ,99967,409042,21,15.02
6924,"Elizabeth Free Public Library",https://www.elizpl.org/,https://lmac.ent.sirsi.net/client/en_US/elizabeth/,Elizabeth,NJ,124969,-1,21,399
10654,"Emerson Public Library",https://www.emersonlibrary.com/,http://www.bccls.org/search.html,Emerson,NJ,7401,-1,21,140
21790,"Fair Haven Public Library",https://fairhavenlib.org/,http://mcls.sirsi.net/uhtbin/webcat/,Fair Haven,NJ,6121,-1,21,8037
11771,"Fanwood Memorial Library",https://www.fanwoodlibrary.org/,http://ls2.scotlib.org:8080/?config=fanwood#section=home,Fanwood,NJ,7318,206142,21,387
10658,"Fort Lee Free Public Library",https://fortleelibrary.org/,http://www.bccls.org/search.html,Fort Lee,NJ,35345,142582,21,192.04
